一	百
愁眉苦脸	兴高采烈 欢欣鼓舞 喜眉笑眼 眉飞眼笑 满脸春风 笑容可掬 言笑晏晏 开眉笑眼 喜笑颜开 多愁善感 欢呼雀跃 欢天喜地 眉飞色舞 欢喜若狂 笑逐颜开 眉开眼笑 眉欢眼笑 春风满面 喜逐颜开 满面春风 喜形于色 心花怒放 喜气洋洋 春风得意
愁眉苦脸	喜笑颜开
愁眉锁眼	喜笑颜开 喜形于色 眉飞色舞 满面春风 笑逐颜开 眉开眼笑 喜气洋洋
愁眉锁眼	眉开眼笑
愁肠	愉悦 欢快 高兴
愁肠寸断	心绪恶劣
愁肠百结	心花怒放
愁色难遮	遭遇坎坷
愁苦	欢乐 快活
愁闷	兴奋 快活
愁颜不展	春风得意
愈	病
愉快	苦楚
意味深长	兴味索然 索然无味
意味深长	索然无味
意在言外	辞无曲隐
意外	意料 有意 故意 不料 料想
意志消沉	精神抖擞
意态消沉	筋疲力尽
意料中事	始料不及
意料之中	不期而然
意气用事	平心定气 平心静气 平心易气 三思而行
意气用事	暴跳如雷
意气相投	一丘之貉
意气风发	神色沮丧
意气风发	萎靡不振 神色沮丧 灰心丧气 垂头丧气 精神不振 万念俱灰 槁木死灰 黯然魂销 心灰意冷
意译	直译 音译
愚不可及	大巧若拙
愚昧无知	明察秋毫 大智若愚 料事如神 足智多谋 独具只眼
愚笨	伶俐 灵巧 聪敏 贤能 聪明 机智 乖觉
愚者千虑	必有一得
愚者千虑，亦有一得	智者千虑，必有一失
愚者千虑，必有一得	必有一失智者千虑
愚者千虑，或有一得	智者千虑，必有一失
愚蠢	智慧 聪颖 巧妙 伶俐 聪明 明智 乖觉 聪慧
愚钝	伶俐 精灵 聪颖
感人肺腑	不动声色 麻木不仁 无动于衷
感人肺腑	无动於衷
感伤	欢娱 愉快
感动	冷漠 漠然
感叹	冷漠 死寂 哀叹 讽刺
感同身受	漠不关心
感性知识	理性知识
感恩图报	恩将仇报
感恩怀德	背槽抛类
感恩戴义	背槽抛类
感恩戴德	忘恩负义
感恩报德	背槽抛类
感恩荷德	背槽抛类
感情用事	暴跳如雷
感情用�	安之若素
感慨万千	无动于衷
感慨系之	无动于衷
感深肺腑	无动于衷
感激	埋怨 仇恨 怨恨 痛恨 抱怨 憎恨
感激涕零	无动于衷
愤不顾身	避箭隈刀
愤世嫉俗	卓然自立
愤发有为	安于现状
愤愤不平	心平气和
愤慨	欢乐
愤懑不平	平心定气
愤时嫉俗	随遇而安
愧悔无地	寡廉鲜耻
慈	狠
慈善	残暴 凶残 按凶恶 歹毒 凶恶
慈孙孝子	不肖子孙
慈悲为怀	赶尽杀绝
慈爱	凶狠 严厉 无情 冷漠 凶残 凶恶
慈眉善目	暴戾恣睢 瞠目而视 炙手可热 横眉冷目 怒目圆睁 横眉怒目 青面獠牙 凶神恶煞
慈眉善目	青面獠牙
慈眉善眼	撑眉努眼
慈眉秀目	豹头环眼
慈祥	凶恶
慈祥	暴虐 严厉 凶暴 残忍 狠毒 威严 狰狞 按凶恶 凶恶
慌	稳
慌乱	冷静 镇静 稳重 镇定
慌忙	镇定
慌手慌脚	稳如泰山
慌神儿	沉住气
慌里慌张	慢条斯理
慎	率
慎终如始	虎头蛇尾
慎终若始	虎头蛇尾
慎重	轻佻 玩忽 轻率 冒失 疏忽
慎重	随便
慎重其事	视同儿戏
慎防杜渐	斗而祷兵
慕古薄今	厚今薄古
慢	快
慢	快 急
慢动作	快动作
慢吞吞	慢腾腾
慢性子	急性子
慢性病	暴病
慢悠悠	慢腾腾
慢慢吞吞	匆匆忙忙
慢慢悠悠	慢条斯理
慢慢腾腾	急急忙忙
慢条丝理	匆匆忙忙
慢条厮理	匆匆忙忙
慢条斯理	匆匆忙忙
慢条斯理	雷厉风行 匆匆忙忙 急不可耐 疾步如飞 日行千里 慌慌张张 风风火火 急不可待 石火电光 一马当先 迫在眉睫 手足无措 一日千里 急如星火 手忙脚乱 健步如飞 箭步如飞 争先恐后 迫不及待 急急忙忙 不加思索 心里如焚 快马加鞭 大步流星 惊惶失措 一目十行 心急如焚 不假思索 十万火急
慢条斯礼	匆匆忙忙
慢条细理	匆匆忙忙
慢腾腾	急匆匆
慢藏诲盗	财不露白
慢车道	快车道
慢郎中	急性子
慰勉	丧气 消沉
慷慨好施	慷慨解囊
慷慨悲歌	如泣如诉
慷慨担承	藉辞推搪
慷慨捐生	爱生恶死
慷慨激昂	无精打采
慷慨激昂	无精打采 萎靡不振 昏昏欲睡 委靡不振 婉转低回
慷慨解囊	不拘小节
慷慨陈词	闭口不谈
慷慨高歌	唉声叹气
憎	爱
憧憬	遗忘 绝望 失望 回忆 放弃 回想 迷茫
懈怠	奋勉 努力 勤劳 勤奋 发奋 勤勉
懊恼	愉快 庆幸
懊悔无及	长恶不悛
懒	勤
懒惰	努力 勤劳 勤奋 用功 积极 勤谨 辛勤 好学 勤快 吃苦 发奋 勤勉
懒散	努力 勤劳 勤奋 勤恳 起劲 勤快 勤勉
懒洋洋	气昂昂
懦夫	勇士 英雄 壮士 好汉 铁汉
懦弱	坚强 勇敢 勇猛 刚毅 奋勇 刚强 顽强 凶悍 坚毅 果敢
懵懂	醒目 明白
懵然无知	不言而喻
戆小子	精灵鬼
戆直	狡滑 精明
戎马倥偬	安居乐业
成	败
成事在人	听天由命
成事在天	天意难违
成人之恶	成人之美
成人之美	落井下石
成仁成义	视死如归
成则为王，败则为贼	不以成败论英雄
成功	挫折 铩羽 失败
成功不居	矜功伐能
成千上万	一丝一毫 寥寥可数 寥寥无几
成千上万	寥寥无几
成千成万	寥寥无几
成千累万	一丝一毫
成千论万	九牛一毫
成千逾万	九牛一毫
成双作对	别鹤孤鸾
成双成对	别鹤孤鸾
成品	废品 原料
成家立业	倾家荡产
成家立业	破家散业 倾家荡产
成就	挫折 挫败 败绩
成年累月	转瞬之间 一朝一夕
成总儿	零散
成文法	习惯法
成立	撤废 解散 撤消 撤销
成竹在胸	作舍道旁
成绩	过失 错误 问题 缺点
成群结队	孑然一身
成群结队	形单影只 孑然一身 孑然 踽踽独行
成长	枯萎 衰落
我	人 你 尔 敌
我	敌
我为鱼肉	人莫予毒
我行我素	言听计从
戒备森严	一触即溃
戒骄戒躁	才高气傲
或然性	必然性
战	和
战争贩子	和平使者
战天斗地	乐天知命
战战兢兢	胆大妄为 悠然自得
战战兢兢	袒自若
战无不胜	每战皆北
战时	平时 有时
战胜	打败 败北 战败
战胜国	战败国
战败	打败 战胜
战败国	战胜国
戚	休
戛戛独造	安常习故
戛然而止	油然而生
戛然而止	连续不断 油然而生 滔滔不绝
截然不同	千差万别
戮力一心	各从其志
戮力同心	众叛亲离 分化瓦解 四分五裂 各行其是 分崩离析 自相残杀 人心如面 一盘散沙 同床异梦 离心离德 自相残害
戮力同心	离心离德
戮力齐心	各从其志
户告人晓	遁世无闻
户有余粮	民康物阜
户给人足	日减月削
户限为穿	门可罗雀
所向披靡	节节失利 弃甲曳兵 噩耗连连 风声鹤唳 溃不成军 强弩之末 屁滚尿流 望风披靡 节节败退 畏缩不前 兵败如山倒
所向披靡	风声鹤唳
所向无敌	屡战屡败 风声鹤唳 不堪一击 三战三北 一触即溃 溃不成军 望风披靡 望风而靡
所向无敌	望风披靡
所图不轨	安分守常
所愿已足	大失所望
所见略同	见仁见智
所谋辄左	得心应手
扁	圆
扇火止沸	抽薪止沸
手	脚
手	脚 足
手下留情	执法如山
手不辍卷	饱食终日
手不释书	饱食终日
手不释卷	不学无术
手到拿来	大海捞针
手到擒拿	大海捞针
手到擒来	大海捞针
手到病除	病入膏肓
手忙脚乱	从容不迫
手忙脚乱	有条有理 指挥若定 有条不紊 从容不迫 慢条斯理 行若无事
手慌脚乱	不慌不忙
手无寸刃	持枪实弹
手无寸铁	荷枪实弹
手无寸铁	荷枪实弹 兵强马壮 披坚执锐
手疾眼快	笨手笨脚
手疾眼快	笨手笨脚 呆头呆脑
手胼足胝	饱食终日
手脚无措	措置裕如
手舞足蹈	得意洋洋
手舞足蹈	闷闷不乐 怏怏不乐 不苟言笑
手足之情	尺布斗粟
手足失措	措置裕如
手足情深	尺布斗粟
手足无措	镇定自若
手高眼低	眼高手低
才	德
才不胜任	游刃有余
才华丰赡	碌碌无能
才华出众	樗栎庸材
才华盖世	碌碌无能
才学过人	鄙陋无知
才当曹斗	胸无点墨
才德兼全	才轻德薄
才德兼备	才轻德薄
才德兼隆	才轻德薄
才智过人	鄙陋无知
才望兼隆	才轻德薄
才气过人	才疏学浅
才略过人	鄙陋无知
才疏学浅	博学多才
才疏德薄	才德兼备
才疏志浅	才高八斗
才疏智浅	八斗才高
才疏识浅	八斗才高
才竭智疲	八斗才高
才蔽识浅	八斗才高
才薄智浅	八斗才高
才藻艳逸	碌碌无能
才识过人	鄙陋无知
才贯二酉	鄙陋无知
才轻德薄	才德兼备
才高倚马	江郎才尽
才高八斗	才疏志浅 才疏学浅 胸无点墨
才高八斗	胸无点墨
才高意广	志大才疏
才高行厚	才轻德薄
才高行洁	缺德少才才疏学浅
扎实	夸耀 浮夸 漂浮
扎眼	悦目 顺眼
扑	起
扑灭	滋长 助长 点燃
打	拆
打仗	宣战 讲和
打伙儿	拆伙
打入冷宫	奉为上宾
打击	扶助 拉拢 鼓舞 勉励 安慰 鼓励 激发
打勤献趣	柴立不阿
打圆场	搬弄是非
打头阵	压后阵
打家劫舍	道不拾遗
打小算盘	公事公办
打开	封闭 盖上 合上 收缩 关闭 关上
打开天窗说亮话	指着和尚骂贼秃
打开窗户说亮话	指着和尚骂贼秃
打成一片	格格不入 高高在上 孤芳自赏 各行其是 豆剖瓜分 分道扬镳 同床异梦 自立门户
打扮	卸妆 卸装
打扰	配合 协助
打抱不平	欺软怕硬
打晃儿	站稳
打短工	打长工
打破常规	清规戒律
打破沙锅问到底	一知半解
打破陈规	安常袭故
打草惊蛇	欲擒故纵
打败	战胜 战败
打躬作揖	横行霸道
打边鼓	帮倒忙
打退堂鼓	勇往直前
打长工	打短儿
打长工	打短工
打零工	打长工
打零活	打长工
扔	接
扛大活	打短儿
扛长活	打短工
扣	解
扣人心弦	微乎其微
扣帽子	摘帽子
扣押	释放 发还
扦格不通	酣畅淋漓
执拗	服帖 随和 服理 驯良 顺从
执政党	在野党
执著	放弃 舍弃
执迷不悟	如梦初醒
扩	缩
扩充	裁减 裁并 压缩 缩小 缩减 收缩 增补
扩大	收缩 缩小
扩展	减缩 裁减 简缩 紧缩 增补 敛缩
扩张	收缩 进取 退缩
扪心无愧	问心有愧
扫兴	高兴
扫兴	高兴 助兴 尽兴
扫尾	开头 起头
扫榻以待	闭门却扫
扫眉才子	不舞之鹤
扬	抑
扬扬无备	步步为营
扬汤止沸	釜底抽薪
扬眉吐气	忍气吞声
扬长而去	依依惜别 恋恋不舍 不期而遇
扬长而去	恋恋不舍
扬长避短	因陋就简
扭手扭脚	大大方方
扭扭捏捏	大大方方
扯後腿	破坏
扰乱	安定 整顿 维持
扰扰攘攘	纷纷攘攘
扳蟾折桂	榜上无名
扶	抑
扶倾济弱	趁火打劫
扶危定倾	趁火打劫
扶危拯溺	趁火打劫
扶危持倾	趁火打劫
扶危持颠	趁火打劫
扶危救困	趁火打劫
扶危济困	当仁不让
扶危济困	隔岸观火 趁火打劫 隔山观虎斗 墙倒众人推 落井下石 斗 打家劫舍
扶危济急	趁火打劫
扶危翼倾	趁火打劫
扶善惩恶	蔽美扬恶
扶困济危	趁火打劫
扶摇直上	一落千丈 每况愈下 急转直下
扶摇直上	每况愈下
扶摇直下	急转直下
扶摇而上	冯唐易老
扶植	遏抑 扼杀 拔除 铲除 推翻
扶美遏恶	蔽美扬恶
扶老携幼	奸淫掳掠
扶颠持危	趁火打劫
批准	驳斥 否决 反对 拒绝
批判	赞颂 颂扬 表彰 表扬
批发	零卖 零售
批发商	零售商
批毛求疵	遏恶扬善
批评	赞扬 表扬 赞美 称赞 勉励 称颂 颂扬 褒扬 鼓励 夸奖
批驳	赞同 辩护
扼要	详细 详尽
承	启
承受	推却 出让 推卸 施加
承平盛世	暴秦之世
承认	否认
承认	抵赖 隐瞒 狡赖 否认
承诺	推辞 拒绝
承颜候色	柴立不阿
承颜顺旨	柴立不阿
抄小路	绕道
抄袭	创新 独创 原创 发明 创作
抄近儿	绕远儿
抄近路	绕道
把守	弃守 失陷
抑	扬
抑制	促成 发扬 放纵 兴奋 放肆 冲动
抑强扶弱	以强凌弱
抑扬顿挫	波澜起伏
抑郁	开朗 舒畅 畅快 轻松
抓	放
抓	放 逮
抓住	放开 跑掉
抓紧	松懈 放松 松开
投之如鹜	无人问津
投井下石	雪中送炭
投其所好	柴立不阿
投射	反射 直射
投射角	反射角
投怀送抱	直捷爽快
投机倒把	生财有道
投机倒把	生财有道 生财之道
投标	中标 招标
投石下井	成人之美
投笔从戎	弃武竞文
投置闲散	各得其所
投膏止火	抽薪止沸
投袂而起	垂头搭脑
投诚	反抗 诈降
投身其中	超然物外
投闲置散	牛鼎烹鸡
投降	招架 反抗 纳降 顺从 对抗 抗拒 抵抗 侵略 抵御
投鼠之忌	毫无所惧
投鼠忌器	肆无忌惮
抗争	友好 和睦
抗拒	投降 屈膝 服从 顺从 坦白 接受 屈服 受降 顺服
抗衡	分裂 勾结
折	倍
折子戏	本戏
折射	反射 曲射 直射
折服	不服 不满 不甘
抚	剿
抚危济贫	趁火打劫
抚心自问	不能自拔
抚掌大笑	悲痛欲绝
抛	拾
抛	接
抛售	抢购 囤积
抛头露面	深居简出
抛头露面	深居简出 销声匿迹 隐姓埋名
抛戈卸甲	百战百胜
抛金弃鼓	百战百胜
抛锚	起碇 起锚
抛鸾拆凤	白发相守
抠心挖胆	尔虞我诈
抠门儿	大方
抡眉竖目	蔼然可亲
抡眉竖眼	蔼然可亲
抢	让
抢先	落后 领先 超越 超过 进步 赶上
抢手货	冷门货
护	毁
护卫	迎战 攻击 袭击
护持	摧残 摧折
护过饰非	闻过则喜
报仇	感恩 报答 报恩
报仇雪恨	忍气吞声
报仇雪恨	负屈含冤
报喜	奔丧 报忧
报复	感恩 报答 报恩
报怨以德	恩将仇报
报本反始	背槽抛类
报答	辜负 报复 报仇
报还大恩	背槽抛类
抨击	歌颂 赞颂 推奖 称颂 揄扬
披云见日	不见天日
披坚执锐	赤膊上阵
披心沥血	暗斗明争
披心相付	暗斗明争
披心相见	暗斗明争
披挂上阵	赤膊上阵
披星戴月	玩岁愒时 游手好闲
披星戴月	玩岁�时
披毛索�	遏恶扬善
披沙拣金	连毛带血
披沙捡金	兼包并蓄
披沙简金	兼包并蓄
披沥肝胆	暗斗明争
披甲执兵	安寝无忧
披甲持戟	安寝无忧
披甲持枪	安寝无忧
披甲枕戈	安寝无忧
披肝堕胆	暗斗明争
披肝挂胆	暗斗明争
披肝沥胆	推心置腹
披肝糜胃	暗斗明争
披肝露胆	暗斗明争
披荆斩棘	含辛茹苦
披荆斩棘	畏首畏尾 养尊处优 瞻前顾后
披袍擐甲	安寝无忧
披露	隐瞒 隐藏
披露心腹	暗斗明争
披麻戴孝	张灯结彩
抬	压
抬头	低头 不屈
抬头挺胸	八面威风
抬高	贬低 压低 降低
抱	背
抱关击柝	达官贵人
抱头鼠窜	大摇大摆 得胜班师
抱怨	感激 感谢 谅解 理解
抱恨千古	湔雪冤枉
抱恨终天	心甘情愿
抱恨终身	湔雪冤枉
抱憾终天	湔雪冤枉
抱打不平	落井下石
抱残守缺	推陈出新 自我作故 革故鼎新 改弦更张 标新立异
抱残守阙	拔新领异
抱薪救火	抽薪止沸
抱薪救焚	抽薪止沸
抱薪趋火	抽薪止沸
抱诚守真	背惠食言
抱首四窜	昂首阔步
抱首鼠窜	昂首阔步
抵不上	比得上
抵制	诱惑 侵蚀 贯彻 服从 顺从 提倡 弘扬 支持 倡导
抵得上	比不上
抵御	投降 侵袭 侵犯 屈服 袭击 侵略
抵抗	屈膝 投降 屈服 屈从 不屈 保卫 受降 侵略
抵死瞒生	不加思索
抵死谩生	不加思索
抵瑕蹈隙	讳过称善
抵赖	认帐 承认 认罪
抵足而眠	同床异梦
抵达	动身 起程 启程 出发
抹不开	不害躁
抹杀	挽救 拯救
抹角转弯	八宇打开
抹黑	贴金 争光
抻色不挠	杯弓蛇影
押	放
抽刀断水	一刀两断
抽噎	微笑 欢笑
抽抽儿	饱满
抽薪止沸	抱薪救火
抽象	形象 具体 概括
拂晓	薄暮 黄昏 傍晚
拂衣而去	惠然肯来
拂袖而去	惠然肯来
担心	放心 安心
担惊受怕	坦然自若 稳如泰山
担惊受怕	稳如泰山
拆	合 搭 装
拆	装
拆卸	安装 装配 组装 建造 包装 镶嵌 修葺
拆台	补台 撑腰 捧场 帮助
拆墙脚	补台
拆开	组合 连接 连结 联接
拆散	拼凑 拉拢 组装 包装 组合 聚合 撮合
拆除	安装 修复 修建 建立 敷设 设立
拈轻怕重	任劳任怨
拉	推
拉家带口	孑然一身 孤孤单单
拉帮结伙	不群不党
拉帮结派	不群不党
拉拢	排挤 打击 离间 排斥 拆散
拉线搭桥	毛遂自荐
拉肚子	便闭
拊掌大笑	粲然一笑
拍手叫好	出口伤人
拍手称快	肝肠寸断 悲愤填膺 天怒人怨
拍案叫绝	嗤之以鼻
拍案怒骂	击节称赏
拍案而起	悠然自得
拐弯抹角	直截了当
拒之门外	有求必应 来者不拒 引狼入室
拒之门外	来者不拒
拒人于千里之外	平易近人
拒人千里	咄咄逼人
拒绝	同意
拒绝	接受
拒绝	赞成
拒绝	首肯 应许 可以 赞同 接受 乐意 承诺 答应 允诺 接收 批准 容忍 招待 容纳 同意 提出 答理 应允
拒谏饰非	闻过则喜
拔	扎
拔乱反治	颠倒黑白
拔刀相助	壁上观 坐观成败 作壁上观 袖手旁观
拔刀相济	隔岸观火
拔刃张弩	销兵洗甲
拔寨起营	安营扎寨
拔尖儿	平常
拔山杠鼎	举鼎绝膑
拔山盖世	举鼎绝膑
拔帜易帜	原封不动
拔新领异	安常习故
拔本塞源	补偏救弊
拔树寻根	不懂装懂
拔海荡山	弱不禁风
拔类出群	溢竽充数
拔类超群	溢竽充数
拔群出类	溢竽充数
拔茅连茹	毛遂自荐
拔萃出类	溢竽充数
拔萃出群	溢竽充数
拔营	安营 扎营
拔除	培植 建立 扶持 扶植
拖	推
拖人下水	劝善规过
拖拉	俐落 爽利 利索 干脆 利落
拖拖拉拉	拖泥带水
拖欠	偿还 清偿
拖沓	俐落 爽利 利落
拖泥带水	一刀两断 惜墨如金 雷厉风行 删繁就简 干脆俐落 兔起鹘落 斩钉截铁 要言不烦 快人快语 不蔓不枝 令行禁止 干净俐落 快刀斩乱麻 干净利落 直截了当 趁热打铁 斩钉切铁 速战速决 简明扼要
拖泥带水	干净利落
拖浆带水	笔力精悍
拖紫垂青	抱关击柝
拖青纡紫	抱关击柝
拗	乖
拗口	顺口 上口
拗口令	顺口溜
拘俗守常	拔新领异
拘守绳墨	悖逆不轨
拘捕	释放 开释
拘文牵义	拔新领异
拘文牵俗	拔新领异
拘束	自由 洒脱 逍遥 奔放 随意 尽情 随便 自然 任意 自在
